Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2554    0.004    0.000    0.005    0.000 inspect.py:1797(_check_instance)
      426    0.001    0.000    0.003    0.000 inspect.py:2030(_signature_get_user_defined_method)
      139    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
        2    0.000    0.000    0.000    0.000 weakref.py:152(__contains__)
       25    0.001    0.000    0.001    0.000 weakref.py:164(__setitem__)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
      108    0.000    0.000    0.002    0.000 inspect.py:2323(p)
      622    0.002    0.000    0.007    0.000 threading.py:394(notify)
        5    0.000    0.000    0.059    0.012 threading.py:1117(join)
        7    0.000    0.000    0.003    0.000 pathlib.py:1228(resolve)
        1    0.000    0.000    0.002    0.002 pathlib.py:1306(mkdir)
       32    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 shutil.py:606(_rmtree_islink)
       10    0.000    0.000    0.000    0.000 inspect.py:1666(__new__)
      108    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
    35816    0.017    0.000    0.021    0.000 inspect.py:3076(<genexpr>)
    15515    0.022    0.000    0.803    0.000 inspect.py:3346(signature)
       44    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
      108    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
       31    0.000    0.000    0.001    0.000 __init__.py:668(usesTime)
       31    0.000    0.000    0.002    0.000 __init__.py:674(formatMessage)
       17    0.000    0.000    0.000    0.000 __init__.py:1323(append)
       60    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 __init__.py:254(_register_at_fork_reinit_lock)
       33    0.000    0.000    0.000    0.000 __init__.py:2295(handle)
        1    0.000    0.000    0.000    0.000 threading.py:1631(main_thread)
       51    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
       68    0.000    0.000    0.000    0.000 weakref.py:194(get)
      104    0.001    0.000    0.001    0.000 weakref.py:367(__init__)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       99    0.001    0.000    0.001    0.000 __init__.py:200(_is_internal_frame)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        5    0.000    0.000    0.001    0.000 __init__.py:1594(log)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1713(removeHandler)
       95    0.001    0.000    0.003    0.000 __init__.py:2149(getLogger)
        7    0.000    0.000    0.000    0.000 pathlib.py:519(__eq__)
   1117/7    0.191    0.000    0.001    0.000 threading.py:637(wait)
       13    0.000    0.000    0.000    0.000 parse.py:193(_userinfo)
      276    0.002    0.000    0.345    0.001 pathlib.py:1022(read_text)
    15976    0.003    0.000    0.003    0.000 inspect.py:3089(parameters)
      309    0.000    0.000    0.000    0.000 inspect.py:3093(return_annotation)
       14    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
       70    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        8    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
     2187    0.001    0.000    0.001    0.000 threading.py:601(is_set)
        5    0.000    0.000    0.000    0.000 threading.py:839(_newname)
      299    0.001    0.000    0.004    0.000 pathlib.py:380(with_segments)
      328    0.001    0.000    0.017    0.000 pathlib.py:447(__fspath__)
       85    0.000    0.000    0.001    0.000 weakref.py:53(_cb)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
       31    0.001    0.000    0.001    0.000 __init__.py:447(usesTime)
        1    0.000    0.000    0.000    0.000 __init__.py:817(addFilter)
       64    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
       64    0.000    0.000    0.000    0.000 __init__.py:975(release)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
      4/2    0.002    0.000    0.258    0.129 threading.py:1018(_bootstrap)
        3    0.000    0.000    0.000    0.000 fnmatch.py:129(<genexpr>)
        6    0.000    0.000    0.000    0.000 threading.py:1108(_delete)
       71    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       51    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.001    0.001 weakref.py:585(__call__)
       64    0.000    0.000    0.002    0.000 __init__.py:831(filter)
        1    0.000    0.000    0.003    0.003 __init__.py:874(_removeHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       69    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       33    0.001    0.000    0.008    0.000 __init__.py:1645(makeRecord)
        1    0.000    0.000    0.000    0.000 pathlib.py:870(is_dir)
       31    0.000    0.000    0.010    0.000 __init__.py:1266(emit)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       25    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       33    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:982(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
       14    0.000    0.000    0.000    0.000 pathlib.py:484(_str_normcase)
        4    0.000    0.000    0.000    0.000 parse.py:175(port)
     1045    0.001    0.000    0.001    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.002    0.002 tempfile.py:952(cleanup)
      347    0.001    0.000    0.003    0.000 typing.py:345(_remove_dups_flatten)
       25    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        6    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
    29910    0.031    0.000    0.042    0.000 weakref.py:451(get)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
      288    0.001    0.000    0.006    0.000 threading.py:424(notify_all)
      277    0.001    0.000    0.005    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1193(name)
       51    0.000    0.000    0.000    0.000 weakref.py:510(update)
       31    0.000    0.000    0.001    0.000 __init__.py:622(formatTime)
        8    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
     8308    0.017    0.000    0.040    0.000 pathlib.py:429(_format_parsed_parts)
     1088    0.001    0.000    0.001    0.000 dataclasses.py:549(_init_param)
     3639    0.053    0.000    0.456    0.000 shutil.py:176(_copyfileobj_readinto)
        1    0.000    0.000    0.000    0.000 tempfile.py:489(__getattr__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1667(terminate)
        1    0.000    0.000    0.001    0.001 tempfile.py:884(__init__)
    92/83    0.000    0.000    0.001    0.000 typing.py:1420(__repr__)
       13    0.000    0.000    0.000    0.000 typing.py:1753(_get_protocol_attrs)
      475    0.000    0.000    0.001    0.000 typing.py:2344(get_origin)
        1    0.000    0.000    0.001    0.001 __init__.py:1257(_open)
       33    0.000    0.000    0.014    0.000 __init__.py:1686(handle)
      274    0.002    0.000    0.009    0.000 threading.py:616(set)
      4/2    0.010    0.003    0.257    0.129 threading.py:1001(run)
        3    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       17    0.000    0.000    0.006    0.000 pathlib.py:852(exists)
      275    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        6    0.000    0.000    0.059    0.010 threading.py:1155(_wait_for_tstate_lock)
        1    0.000    0.000    0.538    0.538 subprocess.py:417(check_output)
        4    0.000    0.000    0.012    0.003 subprocess.py:1259(wait)
        6    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        3    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
      347    0.003    0.000    0.024    0.000 typing.py:694(Union)
        8    0.000    0.000    0.000    0.000 typing.py:1525(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1048(close)
        3    0.000    0.000    0.000    0.000 threading.py:1222(is_alive)
        5    0.000    0.000    0.000    0.000 threading.py:1251(daemon)
        8    0.000    0.000    0.000    0.000 threading.py:1356(_make_invoke_excepthook)
        1    0.000    0.000    0.001    0.001 fnmatch.py:38(_compile_pattern)
       51    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       35    0.000    0.000    0.001    0.000 parse.py:374(urlparse)
      275    0.001    0.000    0.035    0.000 dataclasses.py:627(_repr_fn)
       78    0.000    0.000    0.023    0.000 dataclasses.py:638(_frozen_get_del_attr)
       31    0.000    0.000    0.012    0.000 __init__.py:1011(handle)
       32    0.000    0.000    0.004    0.000 __init__.py:1137(flush)
       31    0.000    0.000    0.010    0.000 __init__.py:1148(emit)
        4    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
     8307    0.023    0.000    0.211    0.000 pathlib.py:407(_load_parts)
        3    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        4    0.000    0.000    0.000    0.000 typing.py:1799(_caller)
       16    0.000    0.000    0.003    0.000 typing.py:2795(_make_nmtuple)
      714    0.001    0.000    0.002    0.000 __init__.py:168(check_getitem)
     1139    0.001    0.000    0.001    0.000 cbook.py:158(__setitem__)
     8328    0.016    0.000    0.016    0.000 __init__.py:1776(getEffectiveLevel)
     1811    0.002    0.000    0.006    0.000 threading.py:314(_is_owned)
108020/54010    0.184    0.000    7.514    0.000 copy.py:191(_deepcopy_list)
     1301    0.002    0.000    0.002    0.000 dataclasses.py:857(_set_qualname)
     1479    0.003    0.000    0.044    0.000 copy.py:225(_deepcopy_method)
        4    0.000    0.000    0.000    0.000 subprocess.py:193(__init__)
      2/1    0.000    0.000    0.058    0.058 subprocess.py:1598(_readerthread)
     3808    0.015    0.000    0.090    0.000 tempfile.py:153(__next__)
     1911    0.003    0.000    0.005    0.000 threading.py:299(__enter__)
     1910    0.004    0.000    0.005    0.000 threading.py:302(__exit__)
     1189    0.001    0.000    0.002    0.000 threading.py:308(_release_save)
     1188    0.002    0.000    0.005    0.000 threading.py:311(_acquire_restore)
       33    0.000    0.000    0.000    0.000 threading.py:1182(name)
       19    0.000    0.000    0.000    0.000 threading.py:1236(daemon)
        6    0.000    0.000    0.000    0.000 threading.py:1081(_stop)
     8327    0.055    0.000    0.309    0.000 pathlib.py:437(__str__)
        2    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_tuple)
     7594    0.010    0.000    0.016    0.000 pathlib.py:343(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:268(__init__)
     8314    0.023    0.000    0.210    0.000 pathlib.py:551(drive)
     8308    0.002    0.000    0.002    0.000 pathlib.py:560(root)
     8326    0.002    0.000    0.027    0.000 pathlib.py:569(_tail)
       15    0.000    0.000    0.025    0.002 pathlib.py:591(suffix)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
      728    0.001    0.000    0.001    0.000 pathlib.py:1164(__new__)
      494    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
      158    0.000    0.000    0.049    0.000 shutil.py:196(copyfileobj)
      618    0.001    0.000    0.001    0.000 dataclasses.py:437(_tuple_str)
221958/55490    1.229    0.000    7.467    0.000 copy.py:217(_deepcopy_dict)
   475048    0.702    0.000    0.959    0.000 copy.py:231(_keep_alive)
     7594    0.009    0.000    0.378    0.000 shutil.py:224(_stat)
        8    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        8    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
        2    0.000    0.000    0.000    0.000 pathlib.py:274(__len__)
       15    0.000    0.000    0.025    0.002 pathlib.py:583(name)
      289    0.001    0.000    0.005    0.000 pathlib.py:711(joinpath)
       25    0.000    0.000    0.007    0.000 pathlib.py:835(stat)
     3826    0.001    0.000    0.001    0.000 dataclasses.py:461(<genexpr>)
      275    0.001    0.000    0.237    0.001 dataclasses.py:1264(wrap)
     8874    0.004    0.000    0.017    0.000 copy.py:252(<genexpr>)
       44    0.000    0.000    0.000    0.000 threading.py:1485(current_thread)
      728    0.001    0.000    0.005    0.000 pathlib.py:1157(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
     1045    0.001    0.000    0.002    0.000 dataclasses.py:404(field)
     1362    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
      275    0.001    0.000    0.004    0.000 dataclasses.py:250(_recursive_repr)
      276    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
     1254    0.002    0.000    0.005    0.000 dataclasses.py:864(_set_new_attribute)
      190    0.000    0.000    0.000    0.000 dataclasses.py:1301(is_dataclass)
       15    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
      275    0.001    0.000    0.002    0.000 dataclasses.py:428(_fields_in_init_order)
      257    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       72    0.000    0.000    0.006    0.000 dataclasses.py:675(_hash_fn)
     1635    0.001    0.000    0.001    0.000 dataclasses.py:691(_is_initvar)
      275    0.001    0.000    0.153    0.001 dataclasses.py:1247(dataclass)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1293(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:741(parents)
        6    0.000    0.000    0.000    0.000 parse.py:156(username)
        7    0.000    0.000    0.000    0.000 parse.py:160(password)
     1635    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       31    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
      184    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
    32081    0.006    0.000    0.006    0.000 copy.py:102(_copy_immutable)
  1633072    0.264    0.000    0.264    0.000 copy.py:172(_deepcopy_atomic)
        4    0.000    0.000    0.000    0.000 subprocess.py:259(_cleanup)
       28    0.000    0.000    0.000    0.000 parse.py:164(hostname)
